oucode,is_hmi_listing_enabled,is_hmi_scheduling_enabled,is_hmi_pubhub_enabled,court_centre_id,court_id
B34JS00,false,false,false,9a85eeba-f5db-3338-b159-dd75e3b184f9,256
B34NX00,false,false,false,16ed5e59-40bb-3e05-b525-4ddfbb8fca13,366
B35CZ00,false,false,false,210bf1ba-e253-3516-96df-949be917b383,79
B35HF00,false,false,false,d75fee2a-17cf-3e91-ad72-7e8fd463ec62,868
B35KE00,false,false,false,2565ecb5-bd1b-3810-9520-f1db1ed94f95,268
B36FZ00,false,false,false,f56da5fa-3794-375d-afb3-98a9376c9e38,159
B36HN00,false,false,false,f4154d00-df61-34ac-b314-01b09a497179,199
B36JU00,false,false,false,dbb2a246-6d75-330c-83df-a13670e3f8fc,258
B37HI00,false,false,false,937eff71-a72c-3a3c-8cd3-58e87dc7efbd,194
B40BC00,false,false,false,8800669e-6946-31f3-b89e-4894e1c83ba1,824
B40IM00,false,false,false,785339c1-af71-3322-a55b-ba255e0db1c2,225
B41ME00,false,false,false,f205f2f8-28b4-308c-b871-ec4b9d8e770c,320
B41MJ00,false,false,false,b324e253-dd45-31f6-baf3-695d87fbde46,325
B41US00,false,false,false,a27d6ef0-42ec-360d-b62a-7cb855641b3c,532
B42AZ00,false,false,false,7f9765ed-2371-3beb-9abb-502e27c49015,26
B42CM00,false,false,false,07178fbe-4b93-37d0-99c4-4859ffaa23a2,88
B42CO00,false,false,false,87d087da-91bb-351c-922f-f47e3108c2c7,103
B42MB00,false,false,false,8db9415d-ce8c-38aa-893b-34d592cf39f0,317
B43AJ00,false,false,false,9b5cbf98-c78e-3c39-92ea-eeaea43cd9f7,802
B43AQ00,false,false,false,37cf9080-fe0a-3e03-9301-d7bda97acf79,17
B43IQ00,false,false,false,cf2ae997-9951-377d-8448-7ff4c50fdef6,228
B43JC00,false,false,false,8de240ea-8e6f-33fb-89b4-31af7be3e85a,241
B43KB00,false,false,false,9bafd21f-71cc-3a12-807e-b8dca555cb71,265
B43KQ00,false,false,false,49db2271-1941-3847-a7fb-dbd92b035e40,280
B43LV00,false,false,false,76313f91-4103-37d0-9eae-ce5bdf652986,311
B43OX00,false,false,false,497cb631-fc89-36f2-86fa-3bd1e0ca93ba,392
B44AG00,false,false,false,204d3dbb-a4d4-331b-a52c-07182c55d9bc,7
B44BA00,false,false,false,4b6185e1-92f2-3634-b749-87d2fcadf1c8,27
B44JK00,false,false,false,2d5444ea-a5cf-3c69-8d8b-8993397724f3,249
B44KM00,false,false,false,403b489c-8fff-3e49-8864-570de4bc1c65,276
B44MA00,false,false,false,328b735a-8c89-3ae8-9d47-139be8ff60af,316
B44WZ00,false,false,false,b098516c-27b2-3b5a-aa0d-1cefb85c42c5,865
B45GC00,false,false,false,62265a33-1522-3a99-ad3f-2c044cff9044,162
B45MH00,false,false,false,7123f3f5-92f8-3af4-8cf4-fbf22dec2c66,323
B46DB00,false,false,false,7ab2c242-cdc0-3b44-bf18-f3df760ec6e3,81
B46DH00,false,false,false,12ce746b-069f-372e-912e-d109ad30775e,87
B46FO00,false,false,false,4260477e-88a5-34ec-8de8-be4591dd2ae0,148
B46IR00,false,false,false,68c7e9af-2db7-3fc3-b6e8-e51653120790,229
B46IU00,false,false,false,1854c858-7b9a-3051-9bec-fccd4f98be22,232
B46LN00,false,false,false,704e0cb1-edd6-3e88-a5ed-56e4e48a965e,303
B47CL00,false,false,false,0140f84c-e7cb-3fba-96a1-1878b42ee546,64
B47EC00,false,false,false,9b21d406-70e8-366b-9b38-d59f3d16a0dd,108
B47FB00,false,false,false,3b4772ec-441b-36a7-a25f-1579c4d2e04b,134
B47GL00,false,false,false,5289a961-b36a-3000-b09d-d2cdd9914dfd,171
B47HB00,false,false,false,cc1ff95c-3e36-3722-bb1f-e1a3b081c630,187
B47OV00,false,false,false,c71df6f5-3613-396d-9b11-766d9620126c,390
B50AW00,false,false,false,40815e50-d721-30ce-9087-9846fb93e62c,23
B50BU00,false,false,false,86c63f57-c48b-34a9-9ba9-9893cddbfa72,48
B50FI00,false,false,false,7b78f63c-52a0-3fc8-a0bc-0d9eb131bfca,null
B50JO00,false,false,false,505ab441-46e2-3130-8746-9375448fd45c,252
B50KH00,false,false,false,ea5b97f1-cbd0-3412-9998-a7580dc86edf,271
B50NL00,false,false,false,f06983d7-e98d-3125-8e5a-df2e32fab97c,353
B50VR00,false,false,false,48ed5a8b-cb31-3590-9aea-5a1a76a0dde8,141
B52BB00,false,false,false,44e538a6-9127-352d-89bf-6e6cce1d3a26,28
B52CM00,false,false,false,1a359d44-6b52-3919-b052-065413e4a801,65
B52MY00,false,false,false,2c45bc8c-f4b3-3163-bf09-f32d80d4b6cb,340
B52OC00,false,false,false,1ab72b25-7073-355e-b835-32809842269d,371
B52OZ00,false,false,false,c4119ad1-3330-334b-a244-d775cce1b973,394
B53DJ00,false,false,false,394f75cb-ce37-352e-9426-632bcaaa9e9e,89
B53DT00,false,false,false,003245ab-10cf-3145-8364-e30e72892d95,853
B54MW00,false,false,false,0f418409-301c-39df-89a2-f3989859f953,338
B54WV00,false,false,false,6a60303f-7cfa-343b-b08c-89dfc2450e7c,299
B55IS00,false,false,false,dae31b08-4079-348a-aebf-ca68822280f0,53
B55KL00,false,false,false,c18e51c1-e9eb-365c-92a4-8f3f10bbcb95,274
B55OE00,false,false,false,f1df0f20-ba61-3fd8-9fe2-767c52d90bc3,373
B60ID00,false,false,false,72840e9d-1fa0-3980-8088-31f49bc40312,216
B60JE00,false,false,false,79cdb9ca-ab9e-392f-be8d-247644af6379,750
B60OW00,false,false,false,1a503f78-3e62-3816-b969-c0645654e2b2,751
B60WU00,false,false,false,59921cfe-1726-3593-807a-df3e741e2373,73
B61EH00,false,false,false,bfe68b2a-16c7-37dc-997f-5b4ada947d28,113
B61NP00,false,false,false,fb046bcb-2329-3084-a6bb-c4d1934bd0ac,722
B61WY00,false,false,false,54769640-159b-3b54-acb1-444c029e311a,811
B62DC00,false,false,false,153ac9f3-bf7a-3616-8749-bf44a749a470,82
B62IZ00,false,false,false,9cb28565-d38d-35c1-9044-1f6ac802a669,238
B62MV00,false,false,false,e2c7c585-4748-322c-9148-125c5d9f7981,337
B63AD00,false,false,false,662d4ac8-ad0e-37dc-b25b-29c411ca3fdc,4
B63GN00,false,false,false,7ee13cc3-0db1-368d-809e-6abdba75f18e,173
B63IC00,false,false,false,19d0b128-0ead-3e84-914e-2bbb2c0c3371,838
B63IE00,false,false,false,8e453414-be05-3cd2-b568-d6957c0f0c9b,217
B63NZ00,false,false,false,5aeb6655-1964-3b82-bfdf-a624103389fc,368
C01BL00,false,false,false,89592405-c29b-3706-b1d3-b1dd3a08b227,428
C01CE00,false,false,false,44497da7-ec8d-3137-94ad-ff7c0c57827a,413
C01CJ00,false,false,false,c6397c37-7217-3977-bfb3-11b0d9d7f9fd,613
C01CY00,false,false,false,07e45c88-9e5d-3e44-b664-d5345bb13be2,418
C01HA00,false,false,false,a05557d1-6500-35c5-86fe-6a53559cc810,468
C01IL00,false,false,false,64e16502-f3ac-3a35-bbc7-3b1c326bf64c,440
C01IS00,false,false,false,8aa112d1-a804-3751-898d-cad29c246a66,475
C01KT00,false,false,false,f4f9d37b-7ffd-3cb7-b089-2d342037f884,427
C01SN00,false,false,false,8cea5952-851a-3142-8a0a-f80c91368ccd,453
C01SW00,false,false,false,63c1045a-7e41-3b6f-b2ae-df49086ac34e,471
C01WG00,false,false,false,fac329cc-fc03-337c-b911-55f4d013d090,469
C01WL00,false,false,false,7a9fc937-09ff-31f2-aa4e-b835d93082ba,472
C03CL00,false,false,false,6891ecc6-de7f-37ce-adbe-e8133dc51978,412
C04BU00,false,false,false,1984b2dd-fd27-3de5-a235-cf54e187e89a,409
C04LA00,false,false,false,91b8192a-ebf8-3a16-9a7b-a549e7492267,848
C04PR00,false,false,false,8fc6a39b-4062-3114-8eb4-6d165042b382,448
C05LV00,false,false,false,9b583616-049b-30f9-a14f-028a53b7cfe8,433
C06BO00,false,false,false,4e39fcf8-74c0-382f-b5eb-fce8b4e54df5,470
C06MC00,false,false,false,e3e762ed-8271-3454-b59b-8a13f7cc8870,435
C06MM00,false,false,false,3e09f83a-8754-3c2c-869f-ce37d3d409f1,436
C07CA00,false,false,false,4adfe0cb-b2bd-3436-bab9-1e925926dd9c,755
C07CS00,false,false,false,ac9e6303-fdf4-3669-a20b-5d234bfc5f8b,415
C07MO00,false,false,false,09169468-ecbb-3afe-8f4d-c07b74fc3c6e,438
C07WA00,false,false,false,e72eba48-4205-36f8-a8e8-fd796077e671,864
C10NE00,false,false,false,8de7f2e2-5705-3be5-af9a-321a891ab708,439
C11DU00,false,false,false,11923753-d888-344e-b596-0fd1f5710ef5,422
C12YO00,false,false,false,5c05370f-e7e9-3b40-b0f7-12843b423271,467
C13BR00,false,false,false,73866e7b-9b66-3435-9ead-3563d9c8893b,402
C13LE00,false,false,false,e2d7754e-89ba-309f-8da5-08a8283258a7,429
C14DN00,false,false,false,4d9ebe26-f50f-39af-9116-cb0759223de1,851
C14SH00,false,false,false,61bc7c3d-3da6-34fd-92ce-35d855fe964a,451
C16GR00,false,false,false,7ceaccd8-9d6f-3349-be78-004b6e08c2a9,425
C16HU00,false,false,false,58eeccdb-fef2-36c7-8965-0e059b494279,803
C17TE00,false,false,false,854248a4-d831-3ac0-a3b6-2f7993be81fb,460
C20BI00,false,false,false,d27cde94-8752-3fc5-adb0-6d6a6fb9b9a8,404
C20CO00,false,false,false,1e6f8561-2dff-3161-b7b3-6dcd679e7c65,880
C20WO00,false,false,false,9c207c41-a4ef-3dd0-9d7f-93d9b395ed26,821
C21SF00,false,false,false,997a2349-58a9-38c8-a225-9346b30b03a9,455
C21SK00,false,false,false,cf0108e8-4653-324c-b4cb-8346e1d55c64,456
C22HE00,false,false,false,fb183d63-77f4-3b3c-b397-de88c84a7408,866
C22SR00,false,false,false,892b48df-86ae-3303-b87b-6cb7b375fb44,452
C22SW00,false,false,false,26bd061d-e8a7-3735-98d6-3bfda77e449b,null
C22WC00,false,false,false,f4b70f24-131b-32a3-b901-342082bf9615,466
C23WR00,false,false,false,7b65d7bf-f769-3538-8501-929e83d76052,463
C30DE00,false,false,false,6131bd34-33d9-3d1e-8152-8b5a2084f1bd,419
C31NT00,false,false,false,e2b8580f-5247-30f9-905f-4b8136b23318,444
C32LI00,false,false,false,4957492e-0397-352a-9660-7f1d985504bc,432
C33LC00,false,false,false,770cee52-a195-38ff-ae6d-dfa7d037d2cb,430
C34NO00,false,false,false,80794770-dba8-347f-af42-92206759eadb,442
C35CM00,false,false,false,1868f485-d814-36d1-ad92-6ed6330693bc,410
C35PE00,false,false,false,cec85638-2a31-3369-ad65-257c56e64d42,473
C36KL00,false,false,false,228ab44c-950e-3acf-90f9-2885411b448f,843
C36NR00,false,false,false,07c66c4d-5af4-3ae6-9201-55e047e30364,443
C37IP00,false,false,false,f8f5f4e8-2b1e-36f9-9653-3be2c84c4a13,426
C40LU00,false,false,false,f2cedc01-cbeb-3b81-95b9-549da128c303,476
C41ST00,false,false,false,0e0bb700-0384-37bd-954e-da2645e55610,450
C42BS00,false,false,false,4d3332e0-d6de-37a9-b638-b14e8a944cd6,461
C42CF00,false,false,false,d3676509-c54d-39b9-80a1-41baf7fe115c,414
C42SE00,false,false,false,b54f2af5-b04e-3fdb-8909-5bd59e634610,861
C43AY00,false,false,false,ac2a72fd-1131-3e18-a84f-0dfe82d70d7a,801
C43OX00,false,false,false,f6a60ab7-b12e-335c-bdf6-ba592d6dd3d1,445
C43RE00,false,false,false,64fff5a8-f1b7-3ce2-bc6d-52b776b2e373,449
C44NI00,false,false,false,2b2f1113-6abe-3657-aaa3-8e316bdf8559,478
C44PO00,false,false,false,de269b85-dc14-333d-8aee-801b69bf35df,447
C44SA00,false,false,false,2144babb-bf4b-35e0-a56d-a1721bccb00c,454
C44WI00,false,false,false,00901933-9e71-3fea-8957-8a9f6556c6b1,465
C45GU00,false,false,false,161141dc-a01f-3b0a-85d1-7a90a8099b6a,474
C46CN00,false,false,false,cb73af4e-2ef9-3b26-aa27-fd9d3aaf9f32,479
C46MA00,false,false,false,f491ac8a-ecb0-3d89-8106-0059a481b070,434
C47CC00,false,false,false,b943386e-7002-394e-a9a4-1ae02198fa78,416
C47LW00,false,false,false,049b5d11-e3dd-356f-b742-bd5e71eb7af6,431
C50EX00,false,false,false,faa91bb2-19cb-384b-bcc1-06d31d12cc67,423
C50PL00,false,false,false,d78d470e-ad3d-3699-b30d-4b53c6cb6512,446
C50TR00,false,false,false,82d03382-ed89-3534-b36b-d476e65bd915,477
C52BT00,false,false,false,1a967f10-7ee6-39a8-9d0a-5225dcf042bc,408
C52TA00,false,false,false,564feb00-74ad-3e50-be53-fde5fb423db2,459
C53GL00,false,false,false,c328aa35-27df-3f40-962c-afad59c2e6df,424
C54SD00,false,false,false,67ff9f02-09e8-3d84-9433-7837e0f44762,458
C54SL00,false,false,false,0ccf5330-2847-38d6-8744-3e09a642a77d,480
C55BN00,false,false,false,20ca2eaa-dead-3c93-b4b4-16d0d837ced3,406
C62CR00,false,false,false,012dc434-8baf-368c-ae14-0921dc5cabbd,411
C62MT00,false,false,false,7ff8cec8-925a-35fd-a106-d0ed36bde51e,437
C62NG00,false,false,false,791c275f-f89d-35a0-8dce-53f952216e12,812
C62SS00,false,false,false,ddce58c9-446f-33f4-89cb-914ed173dfb8,457
G94DV00,false,false,false,c91de6b4-6a3a-331b-a93f-4c07f24bb2fb,null
GAAAA00,false,false,false,ba9f4b3b-5e9a-382f-bfe8-e15d10d19bc8,null
GAAAB00,false,false,false,8f961f2b-c2b3-3309-9a3b-d6ffa5ba4df4,null
GAAAC00,false,false,false,66c736a8-38b4-3d1b-a87f-3d560227950a,null
GABAE00,false,false,false,d7254ff3-4379-3d58-94ba-2cf72dcb5b30,null
GAEAA00,false,false,false,1b6fcbc7-7791-3380-b4d0-9360281c7898,null
GAEAB00,false,false,false,e483a922-a9be-3c5c-933d-edadc9fa97d8,null
GAEAC00,false,false,false,d1aa9392-e5f1-375d-827a-5fa440551801,null
GAEAD00,false,false,false,15ea543b-b9a2-3990-b6b1-28c4c5e07c9c,null
GAEAF00,false,false,false,6657a9cd-ec35-3193-b32c-99ef76808aa1,null
GAFTL00,false,false,false,04542b42-c799-3026-b9b8-e80aa04a0418,null
GAGTW00,false,false,false,829d8025-3fe6-39e7-abc5-881bb337cde1,null
GAHWV00,false,false,false,ed7c1903-7954-3942-9e3c-c9fe0df19792,null
GAJMC00,false,false,false,faa3bc80-4d5e-3d34-988a-ac3fe950151e,null
GAKSC00,false,false,false,fed438f9-6327-3ea8-ae3b-f7d5c497fc56,null
